"","pharm_id","name","state","county","call_made","survey_admin","notes","callback.notes","num_nonfunc","novax","callback","reached","waittime","shing_avail","shing_yes_txt","shing_no_txt","flu_avail","flu_yes_txt","flu_no_txt","hdflu_avail","hdflu_yes_txt","hdflu_no_txt","recommendation","waittime_sec","id","pharmtype","popestimate","FIPScode","age65plus_tot","prop_65plus","total_pop","total_white","median_income","FIPS code","nchs_code","region","pct_white","metro","inclusion"
"95",1961,"Publix Pharmacy Dept.","FL","Palm Beach County","Y","Y","","",0,0,0,"Yes","1:26",1,NA,NA,1,NA,NA,1,NA,NA,NA,86,1961,"Chain",1496770,12099,364544,0.24355379,1465027,1104610,63299,12099,2,"South",0.75398610401037,1,0
"96",5010,"Anthony's Pharmacy","FL","Palm Beach County","Y","N","no vax","",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5010,"Independent",1496770,12099,364544,0.24355379,1465027,1104610,63299,12099,2,"South",0.75398610401037,1,2
"97",1782,"Ira's Pharmacy","FL","Palm Beach County","Y","N","no vax","",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1782,"Independent",1496770,12099,364544,0.24355379,1465027,1104610,63299,12099,2,"South",0.75398610401037,1,1
"98",2029,"CVS/Pharmacy","FL","Palm Beach County","Y","Y","5 min wait","Y",0,0,0,"Yes","1:57",1,NA,NA,1,NA,NA,1,NA,NA,NA,117,2029,"Chain",1496770,12099,364544,0.24355379,1465027,1104610,63299,12099,2,"South",0.75398610401037,1,0
"99",114,"CVS/Pharmacy","FL","Palm Beach County","Y","Y","","",0,0,0,"Yes","1:20",1,NA,NA,1,NA,NA,1,NA,NA,NA,80,114,"Chain",1496770,12099,364544,0.24355379,1465027,1104610,63299,12099,2,"South",0.75398610401037,1,0
"100",3438,"CVS/Target Pharmacy Dept.","FL","Palm Beach County","Y","Y","","",0,0,0,"Yes","3:56",1,NA,NA,1,NA,NA,1,"Yes she can get them both together",NA,NA,236,3438,"Chain",1496770,12099,364544,0.24355379,1465027,1104610,63299,12099,2,"South",0.75398610401037,1,0
"101",4976,"Jupiter Drugs","FL","Palm Beach County","Y","N","no vax","",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4976,"Independent",1496770,12099,364544,0.24355379,1465027,1104610,63299,12099,2,"South",0.75398610401037,1,1
"102",4426,"CVS/Pharmacy","FL","Palm Beach County","Y","Y","","",0,0,0,"Yes","2:12",1,NA,NA,1,NA,NA,1,NA,NA,NA,132,4426,"Chain",1496770,12099,364544,0.24355379,1465027,1104610,63299,12099,2,"South",0.75398610401037,1,0
"103",4005,"CVS/Pharmacy","FL","Palm Beach County","Y","N","5 min wait","2x",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4005,"Chain",1496770,12099,364544,0.24355379,1465027,1104610,63299,12099,2,"South",0.75398610401037,1,3
"104",4931,"Publix Pharmacy Dept.","FL","Palm Beach County","Y","Y","","",0,0,0,"Yes","1:05",1,NA,NA,1,NA,NA,1,NA,NA,NA,65,4931,"Chain",1496770,12099,364544,0.24355379,1465027,1104610,63299,12099,2,"South",0.75398610401037,1,0
"105",7989,"Robalo Pharmacy","FL","Palm Beach County","Y","N","no vax","",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7989,"Independent",1496770,12099,364544,0.24355379,1465027,1104610,63299,12099,2,"South",0.75398610401037,1,2
"106",7782,"Access Care Pharmacy","FL","Palm Beach County","Y","N","& will also be offering the COVID vaccine)","",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7782,"Independent",1496770,12099,364544,0.24355379,1465027,1104610,63299,12099,2,"South",0.75398610401037,1,3
"107",5735,"Publix Pharmacy Dept.","FL","Palm Beach County","Y","Y","","",0,0,0,"Yes","1:08",1,NA,NA,1,NA,NA,1,NA,NA,NA,68,5735,"Chain",1496770,12099,364544,0.24355379,1465027,1104610,63299,12099,2,"South",0.75398610401037,1,0
"108",6575,"CVS/Pharmacy","FL","Palm Beach County","Y","Y","","",0,0,0,"Yes","3:40",1,NA,NA,1,NA,NA,NA,NA,NA,NA,220,6575,"Chain",1496770,12099,364544,0.24355379,1465027,1104610,63299,12099,2,"South",0.75398610401037,1,0
"109",1831,"CVS/Pharmacy","FL","Palm Beach County","Y","Y","","",0,0,0,"Yes","3:11",1,"Yes, we've got a lot of it",NA,1,NA,NA,1,NA,NA,NA,191,1831,"Chain",1496770,12099,364544,0.24355379,1465027,1104610,63299,12099,2,"South",0.75398610401037,1,0
"110",2593,"J's Pharmacy","FL","Pasco County","Y","N","no vax; only do them for assisted living facilities","",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2593,"Independent",553947,12101,125451,0.22646752,524602,468793,52828,12101,2,"South",0.893616494027853,1,2
"111",8995,"Marine Pharmacy","FL","Pasco County","Y","Y","no vax","Y",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8995,"Independent",553947,12101,125451,0.22646752,524602,468793,52828,12101,2,"South",0.893616494027853,1,2
"112",1153,"Z Orange Rx & Compounding","FL","Pasco County","Y","N","no vax","",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1153,"Independent",553947,12101,125451,0.22646752,524602,468793,52828,12101,2,"South",0.893616494027853,1,2
"113",3298,"The Medicine Shoppe","FL","Pasco County","Y","Y","","",0,0,0,"Yes","0:45",1,"We do have one",NA,1,NA,NA,0,NA,"We've only had regular - we weren't able to get any high-dose","Can come in for regular; can be administered at same time as shingles",45,3298,"Independent",553947,12101,125451,0.22646752,524602,468793,52828,12101,2,"South",0.893616494027853,1,0
"114",5917,"Rix Pharmacy","FL","Pasco County","Y","N","Number didn't work","",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5917,"Independent",553947,12101,125451,0.22646752,524602,468793,52828,12101,2,"South",0.893616494027853,1,1
"115",2382,"Richey Medical Pharmacy","FL","Pasco County","Y","Y","","",0,0,0,"Yes","0:05",1,NA,NA,1,NA,NA,1,NA,NA,NA,5,2382,"Independent",553947,12101,125451,0.22646752,524602,468793,52828,12101,2,"South",0.893616494027853,1,0
"116",7708,"Walgreen Drug Store","FL","Pasco County","Y","Y","","",0,0,0,"Yes","1:10",1,NA,NA,1,NA,NA,1,NA,NA,NA,70,7708,"Chain",553947,12101,125451,0.22646752,524602,468793,52828,12101,2,"South",0.893616494027853,1,0
"117",5327,"Lily Care Pharmacy","FL","Pasco County","Y","N","no vax","",0,1,0,"Yes","0:10",0,NA,NA,0,NA,NA,0,NA,NA,NA,10,5327,"Independent",553947,12101,125451,0.22646752,524602,468793,52828,12101,2,"South",0.893616494027853,1,2
"118",3830,"Publix Pharmacy Dept.","FL","Pinellas County","Y","Y","","",0,0,0,"Yes","1:11",1,NA,NA,1,NA,NA,1,NA,NA,NA,71,3830,"Chain",974996,12103,247630,0.25398052,964666,812818,54090,12103,1,"South",0.842590077809314,1,0
"119",3499,"Walgreen Drug Store","FL","Pinellas County","Y","Y","","",0,0,0,"Yes","1:10",1,NA,NA,1,NA,NA,1,NA,NA,NA,70,3499,"Chain",974996,12103,247630,0.25398052,964666,812818,54090,12103,1,"South",0.842590077809314,1,0
"120",9014,"Publix Pharmacy Dept.","FL","Pinellas County","Y","Y","","",0,0,0,"Yes","2:50",1,NA,NA,1,NA,NA,1,NA,NA,NA,170,9014,"Chain",974996,12103,247630,0.25398052,964666,812818,54090,12103,1,"South",0.842590077809314,1,0
"121",2711,"Wal-Mart Discount Pharmacy","FL","Pinellas County","Y","Y","","",0,0,0,"Yes","1:10",1,NA,NA,1,NA,NA,1,NA,NA,NA,70,2711,"Chain",974996,12103,247630,0.25398052,964666,812818,54090,12103,1,"South",0.842590077809314,1,0
"122",2856,"Anclotte Pharmacy","FL","Pinellas County","Y","Y","","",0,0,0,"Yes","0:20",1,NA,NA,1,NA,NA,1,NA,NA,NA,20,2856,"Independent",974996,12103,247630,0.25398052,964666,812818,54090,12103,1,"South",0.842590077809314,1,0
"123",305,"Quick Pharmacy","FL","Pinellas County","Y","N","went to voicemail","2x",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,"Independent",974996,12103,247630,0.25398052,964666,812818,54090,12103,1,"South",0.842590077809314,1,3
"124",6359,"CVS/Pharmacy","FL","Pinellas County","Y","Y","","",0,0,0,"Yes","1:20",1,NA,NA,1,NA,NA,1,NA,NA,NA,80,6359,"Chain",974996,12103,247630,0.25398052,964666,812818,54090,12103,1,"South",0.842590077809314,1,0
"125",4440,"Lakeland City Pharmacy","FL","Pinellas County","Y","N","no vax","",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4440,"Independent",974996,12103,247630,0.25398052,964666,812818,54090,12103,1,"South",0.842590077809314,1,2
"126",1397,"CVS/Pharmacy","FL","Pinellas County","Y","Y","","",0,0,0,"Yes","2:01",1,NA,NA,1,NA,NA,1,NA,NA,NA,121,1397,"Chain",974996,12103,247630,0.25398052,964666,812818,54090,12103,1,"South",0.842590077809314,1,0
"127",8330,"Wal-Mart Discount Pharmacy","FL","Polk County","Y","Y","","",0,0,0,"Yes","2:36",1,NA,NA,1,NA,NA,1,NA,NA,NA,156,8330,"Chain",724777,12105,148168,0.20443253,686218,543859,50584,12105,3,"South",0.792545517605193,1,0
"128",4315,"Walgreen Drug Store","FL","Polk County","Y","Y","","",0,0,0,"Yes","1:10",1,NA,NA,1,NA,NA,1,NA,NA,NA,70,4315,"Chain",724777,12105,148168,0.20443253,686218,543859,50584,12105,3,"South",0.792545517605193,1,0
"129",5973,"First Choice Pharmacy","FL","Polk County","Y","Y","","",0,0,0,"Yes","0:05",1,NA,NA,1,NA,NA,1,NA,NA,NA,5,5973,"Independent",724777,12105,148168,0.20443253,686218,543859,50584,12105,3,"South",0.792545517605193,1,0
"130",6451,"Link Pharmacy","FL","Polk County","Y","N","no vax - said they'd be doing vax again next year","",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6451,"Independent",724777,12105,148168,0.20443253,686218,543859,50584,12105,3,"South",0.792545517605193,1,2
"131",8448,"CVS/Pharmacy","FL","Putnam County","Y","Y","","",0,0,0,"Yes","2:10",1,NA,NA,1,NA,NA,1,NA,NA,NA,130,8448,"Chain",74521,12107,17675,0.23718147,73252,60099,37670,12107,5,"South",0.820441762682248,0,0
"132",1943,"CVS/Target Pharmacy Dept.","FL","St. Johns County","Y","Y","wanted patient DOB","Y",0,0,0,"Yes","2:11",1,NA,NA,1,NA,NA,1,NA,NA,NA,131,1943,"Chain",264672,12109,54654,0.2064971,244674,221501,82252,12109,2,"South",0.905290304650269,1,0
"133",5153,"Publix Pharmacy Dept.","FL","St. Johns County","Y","Y","","",0,0,0,"Yes","1:41",1,NA,NA,0,NA,"all out",1,"We actually do have this one, yes",NA,NA,101,5153,"Chain",264672,12109,54654,0.2064971,244674,221501,82252,12109,2,"South",0.905290304650269,1,0
"134",8308,"CVS/Pharmacy","FL","St. Lucie County","Y","Y","couldn't reach","Y",0,0,0,"Yes","3:55",1,NA,NA,1,NA,NA,1,NA,NA,NA,235,8308,"Chain",328297,12111,80928,0.24650849,312947,234165,52322,12111,3,"South",0.748257692197081,1,0
"135",1171,"Wal-Mart Discount Pharmacy","FL","St. Lucie County","Y","Y","","",0,0,0,"Yes","0:40",1,NA,NA,1,NA,NA,1,NA,NA,NA,40,1171,"Chain",328297,12111,80928,0.24650849,312947,234165,52322,12111,3,"South",0.748257692197081,1,0
"136",6307,"Walgreen Drug Store","FL","St. Lucie County","Y","Y","5 min wait","Y",0,0,0,"Yes","1:34",1,NA,NA,1,NA,NA,1,NA,NA,NA,94,6307,"Chain",328297,12111,80928,0.24650849,312947,234165,52322,12111,3,"South",0.748257692197081,1,0
"137",3758,"Publix Pharmacy Dept.","FL","Sarasota County","Y","Y","","",0,0,0,"Yes","1:12",1,NA,NA,1,NA,NA,1,NA,NA,NA,72,3758,"Chain",433742,12115,161948,0.37337404,419496,388643,62236,12115,3,"South",0.9264522188531,1,0
"138",7003,"Walgreen Drug Store","FL","Sarasota County","Y","Y","5 min wait","Y",0,0,0,"Yes","1:34",1,NA,NA,1,NA,NA,1,NA,NA,NA,94,7003,"Chain",433742,12115,161948,0.37337404,419496,388643,62236,12115,3,"South",0.9264522188531,1,0
"139",626,"Publix Pharmacy Dept.","FL","Sarasota County","Y","Y","","",0,0,0,"Yes","2:36",1,NA,NA,1,NA,NA,1,NA,NA,NA,156,626,"Chain",433742,12115,161948,0.37337404,419496,388643,62236,12115,3,"South",0.9264522188531,1,0
"140",2843,"America's Pharmacy","FL","Sarasota County","Y","Y","","",0,0,0,"Yes","0:10",1,"Does she have insurance?",NA,1,NA,NA,1,NA,NA,NA,10,2843,"Independent",433742,12115,161948,0.37337404,419496,388643,62236,12115,3,"South",0.9264522188531,1,0
"141",1734,"Walgreen Drug Store","FL","Sarasota County","Y","Y","","",0,0,0,"Yes","1:30",1,NA,NA,1,NA,NA,1,"Yes - looks like we have a good stock of everything right now",NA,NA,90,1734,"Chain",433742,12115,161948,0.37337404,419496,388643,62236,12115,3,"South",0.9264522188531,1,0
"142",9136,"Walgreen Drug Store","FL","Volusia County","Y","Y","","",0,0,0,"Yes","2:32",1,NA,NA,1,NA,NA,1,NA,NA,NA,152,9136,"Chain",553284,12127,137811,0.24907823,536487,446999,49494,12127,3,"South",0.833196330945577,1,0
"143",6991,"Walgreen Drug Store","FL","Volusia County","Y","Y","try later","Y",0,0,0,"Yes","1:32",1,NA,NA,1,NA,NA,1,NA,NA,NA,92,6991,"Chain",553284,12127,137811,0.24907823,536487,446999,49494,12127,3,"South",0.833196330945577,1,0
"144",8182,"CVS/Target Pharmacy Dept.","FL","Volusia County","Y","Y","","",0,0,0,"Yes","2:23",1,NA,NA,1,NA,NA,1,NA,NA,NA,143,8182,"Chain",553284,12127,137811,0.24907823,536487,446999,49494,12127,3,"South",0.833196330945577,1,0
"145",8922,"Kroger Pharmacy Dept.","GA","Dawson County","Y","Y","no HD","",0,0,0,"Yes","1:13",1,NA,NA,1,NA,NA,0,NA,NA,"We do have Flubok in stock - it covers all four strains but it's just not as strong",73,8922,"Chain",26108,13085,5278,0.20216025,24536,23986,66281,13085,2,"South",0.977583958265406,1,0
"146",5889,"Rainbow Drug Store","GA","Glynn County","Y","Y","","",0,0,0,"Yes","0:10",1,NA,NA,1,NA,NA,1,"Yes - needs to call and make an appointment with the pharmacist",NA,NA,10,5889,"Independent",85292,13127,17998,0.21101627,84470,59403,52977,13127,4,"South",0.703243755179354,1,0
"147",239,"Winn-Dixie Pharmacy Dept.","GA","Glynn County","Y","Y","","Y",0,0,0,"Yes","1:27",1,NA,NA,1,NA,NA,1,NA,NA,NA,87,239,"Chain",85292,13127,17998,0.21101627,84470,59403,52977,13127,4,"South",0.703243755179354,1,0
"148",2070,"Walgreen Drug Store","GA","Greene County","Y","Y","","",0,0,0,"Yes","1:03",1,NA,NA,1,NA,NA,1,NA,NA,NA,63,2070,"Chain",18324,13133,5362,0.2926217,17349,10301,52129,13133,6,"South",0.593751801256557,0,0
"149",1079,"CVS/Pharmacy","GA","Pickens County","Y","Y","","",0,0,0,"Yes","2:28",1,NA,NA,1,NA,NA,1,NA,NA,NA,148,1079,"Chain",32591,13227,7282,0.22343592,31387,30563,67631,13227,2,"South",0.973747092745404,1,0
"150",6668,"CVS/Pharmacy","GA","Union County","Y","Y","","",0,0,0,"Yes","1:03",1,NA,NA,0,NA,"we're all out of low dose",1,NA,NA,NA,63,6668,"Chain",24511,13291,8263,0.33711395,23288,22881,50021,13291,6,"South",0.982523187907935,0,0
"151",1300,"Longs Drug Stores, Inc.","HI","Kauai County","","","","",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,"Chain",72293,15007,14951,0.20681117,71769,36200,83554,15007,5,"West",0.504396048433168,0,3
"152",5257,"Safeway Pharmacy Dept.","HI","Kauai County","Y","Y","","",0,0,0,"Yes","1:53",1,NA,NA,1,NA,NA,1,NA,NA,NA,113,5257,"Chain",72293,15007,14951,0.20681117,71769,36200,83554,15007,5,"West",0.504396048433168,0,0
"153",7853,"Chateau Drug Center","ID","Blaine County","Y","N","Couldn't reach anyone","2x",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7853,"Independent",23021,16013,4683,0.20342296,22373,21558,56694,16013,5,"West",0.963572162874894,0,3
"154",6298,"County Market Pharmacy Dept.","IL","Adams County","Y","N","wrong number perhaps?","",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6298,"Chain",65435,17001,13513,0.20651028,66085,62337,52993,17001,5,"Midwest",0.94328516304759,0,1
"155",1850,"Walgreen Drug Store","IL","Christian County","Y","N","Waited for 7 min on hold","Y",0,0,0,"Yes","2:32",1,NA,NA,1,"Oh yeah, we always have plenty of that one",NA,1,NA,NA,NA,152,1850,"Chain",32304,17021,6532,0.20220406,32931,32149,52834,17021,5,"Midwest",0.976253378275789,0,0
"156",2761,"The Medicine Shoppe","IL","Clark County","Y","N","no vax; had shingles but then double-checked and said they're not doing vaccinations this season","",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2761,"Independent",15441,17023,3115,0.20173565,15716,15407,56531,17023,6,"Midwest",0.980338508526343,0,2
"157",2748,"Sav-Mor Pharmacy","IL","Clay County","Y","Y","out of all but a person does do vax clinics there","Y",0,0,0,"Yes","1:30",0,NA,"All out for now",0,NA,"Person who does flu clinics has a few of these but they're at another site",0,NA,"All out of that onsite and at other site where person does vax",NA,90,2748,"Chain",13184,17025,2738,0.20767596,13287,12958,48500,17025,6,"Midwest",0.97523895536991,0,0
"158",1709,"Medicine Shoppe","IL","Gallatin County","Y","Y","","",0,0,0,NA,NA,1,NA,NA,1,NA,NA,1,"We do have a few left",NA,NA,NA,1709,"Independent",4828,17059,1179,0.2442005,5064,4987,44076,17059,6,"Midwest",0.984794628751975,0,0
"159",3752,"Pharmacy Plus","IL","Greene County","Y","N","no vax; the other location does give vax","",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3752,"Independent",12969,17061,2598,0.20032385,13132,12843,49885,17061,6,"Midwest",0.977992689613159,0,2
"160",4838,"Walgreen Drug Store","IL","Iroquois County","Y","Y","","",0,0,0,"Yes","4:30",1,NA,NA,1,NA,NA,1,"Yes we just got a big shipment",NA,NA,270,4838,"Chain",27114,17075,5967,0.22007081,27812,26161,52700,17075,6,"Midwest",0.940637135049619,0,0
"161",5151,"Walgreen Drug Store","IL","Macon County","Y","Y","couldn't reach","Y",0,0,0,"Yes","3:05",1,NA,NA,1,NA,NA,1,NA,NA,NA,185,5151,"Chain",104009,17115,21195,0.20378044,105528,87537,50480,17115,4,"Midwest",0.829514441664771,1,0
"162",6875,"Walgreen Drug Store","IL","Montgomery County","Y","Y","","",0,0,0,"Yes","3:57",1,"Yes but we we aren't doing any shots today. We won't be doing them until Monday - we're down a lot of people right now",NA,1,NA,NA,1,"Yes we have plenty of those available",NA,NA,237,6875,"Chain",28414,17135,5853,0.20599,28828,27492,52748,17135,6,"Midwest",0.953656167614819,0,0
"163",4558,"Rogans Country Pharmacy","IL","Pulaski County","Y","N","no vax - ""we actually don't do vaccines yet but we're in the process of trying to do that""","",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4558,"Independent",5335,17153,1235,0.23149016,5510,3816,34640,17153,6,"Midwest",0.692558983666062,0,2
"164",3461,"CVS/Pharmacy","IL","Richland County","Y","Y","","",0,0,0,"Yes","1:30",1,NA,NA,1,NA,NA,1,"Yes, we were very surprised that we got another batch in but we got it!",NA,NA,90,3461,"Chain",15513,17159,3270,0.21079095,15766,15398,48894,17159,6,"Midwest",0.976658632500317,0,0
"165",6082,"Medicap Pharmacy","IL","Saline County","Y","Y","","",0,0,0,"Yes","0:20",1,NA,NA,1,NA,NA,1,NA,NA,NA,20,6082,"Independent",23491,17165,4813,0.20488697,23994,22933,44090,17165,6,"Midwest",0.955780611819622,0,0
"166",7482,"Princeville Pharmacy","IL","Stark County","Y","Y","","",0,0,0,"Yes","0:12",1,"Yes I have one. Kevin will be here Monday to administer vaccines.",NA,0,NA,NA,0,NA,"No we don't have either. Both are on backorder.",NA,12,7482,"Independent",5342,17175,1216,0.22763009,5447,5340,54907,17175,3,"Midwest",0.980356159353773,1,0
"167",9371,"Wal-Mart Discount Pharmacy","IN","Fayette County","Y","Y","","",0,0,0,"Yes","0:50",1,NA,NA,1,NA,NA,1,NA,NA,NA,50,9371,"Chain",23102,18041,4740,0.20517704,23194,22490,46175,18041,5,"Midwest",0.969647322583427,0,0
"168",6361,"CVS/Pharmacy","IN","Fountain County","Y","Y","","",0,0,0,"Yes","2:54",1,"Yes you just have to make an appointment",NA,1,NA,NA,1,NA,NA,NA,174,6361,"Chain",16346,18045,3318,0.20298544,16430,16267,52874,18045,6,"Midwest",0.990079123554473,0,0
"169",4324,"Crowder's Uptown Drug Store","IN","Lawrence County","Y","N","no vax; made it sound like they have done them before but are not doing them this season","",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4324,"Independent",45370,18093,9342,0.20590699,45548,44568,53610,18093,5,"Midwest",0.978484236409941,0,1
"170",2123,"CVS/Pharmacy","IN","Newton County","Y","Y","5 min wait","Y",0,0,0,"Yes","2:41",1,NA,NA,1,NA,NA,1,NA,NA,NA,161,2123,"Chain",13984,18111,2818,0.20151602,13992,13687,55356,18111,2,"Midwest",0.978201829616924,1,0
"171",2647,"CVS/Pharmacy","IN","Pulaski County","Y","Y","no HD","",0,0,0,"Yes","2:29",1,NA,NA,1,NA,NA,0,NA,NA,"I'd recommend calling around and seeing who else has shingles and flu - we do have the regular one if you want that instead",149,2647,"Chain",12353,18131,2481,0.2008419,12559,12212,49580,18131,6,"Midwest",0.972370411656979,0,0
"172",3120,"Walgreen Drug Store","IN","Wabash County","Y","Y","","",0,0,0,"Yes","2:31",1,NA,NA,1,NA,NA,1,"Oh yeah, we've got a bunch of those",NA,NA,151,3120,"Chain",30996,18169,6587,0.21251129,31389,30304,54259,18169,5,"Midwest",0.965433750676989,0,0
"173",2258,"Hartig Drug Co.","IA","Allamakee County","Y","Y","","",0,0,0,"Yes","0:40",1,NA,NA,1,NA,NA,1,"Yes but it depends on which day you come in - if you come in today we'd have it but you should call ahead if you come in another day",NA,NA,40,2258,"Chain",13687,19005,3212,0.23467524,13813,13462,52216,19005,6,"Midwest",0.974589155143705,0,0
"174",1887,"Hy-Vee Drugstore","IA","Cherokee County","Y","Y","","",0,0,0,"Yes","0:44",1,NA,NA,1,NA,NA,1,NA,NA,NA,44,1887,"Chain",11235,19035,2770,0.24655096,11343,10974,56550,19035,6,"Midwest",0.967468923565194,0,0
"175",8489,"Medical Center Pharmacy","IA","Franklin County","Y","","Number didn't work","",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8489,"Independent",10070,19069,2152,0.21370406,10162,9699,56419,19069,6,"Midwest",0.954438102735682,0,1
"176",3370,"Penn Drug Co.","IA","Fremont County","Y","Y","no HD","",0,0,0,"Yes","0:23",1,"Yes but my pharmacist who vaccinates isn't back in until Wednesday so you'd need to wait",NA,1,NA,NA,0,NA,NA,"I'd recommend she keep calling around to see where it's available - it's been really hard to get this year.",23,3370,"Independent",6960,19071,1629,0.23405172,6946,6694,56750,19071,6,"Midwest",0.963720126691621,0,0
"177",1844,"Elizabeth's Pharmacy","IA","Hancock County","Y","Y","","",0,0,0,"Yes","0:33",1,NA,NA,1,NA,NA,0,NA,"Clinic's out too - does she have any conditions (COPD, cancer)? If not, we recommend going with the quadrivalent",NA,33,1844,"Independent",10630,19081,2420,0.22765757,10802,10484,61761,19081,6,"Midwest",0.970561007220885,0,0
"178",5588,"Hy-Vee Pharmacy Dept.","IA","Poweshiek County","Y","Y","","",0,0,0,"Yes","1:01",1,NA,NA,1,NA,NA,1,"We do have all of these right now but sometimes we run out. We get more every 2-3 days depending on demand so she could just come back if we're out when she comes.",NA,NA,61,5588,"Chain",18504,19157,3954,0.21368353,18388,17546,53852,19157,6,"Midwest",0.954209266913204,0,0
"179",6250,"Harlan Pharmacy","IA","Shelby County","Y","Y","","",0,0,0,"Yes","0:05",0,NA,"We'd have to order it - it'd be here by Monday (4 days later)",1,NA,NA,1,"We have five of those left",NA,NA,5,6250,"Independent",11454,19165,2645,0.2309237,11606,11352,58000,19165,6,"Midwest",0.978114768223333,0,0
"180",6842,"Hy-Vee Pharmacy Dept.","IA","Winnebago County","Y","Y","","",0,0,0,"Yes","1:10",1,NA,NA,1,NA,NA,1,NA,NA,NA,70,6842,"Chain",10354,19189,2282,0.22039792,10534,10098,49870,19189,6,"Midwest",0.958610214543383,0,0
"181",4059,"Community Health Center Pharmacy","IA","Wright County","Y","N","Number didn't work","",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4059,"Independent",12562,19197,2904,0.23117338,12739,12092,53333,19197,6,"Midwest",0.949211084072533,0,1
"182",7778,"Kinsley Pharmacy","KS","Edwards County","Y","N","no vax; said to go to clinic or health department","",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7778,"Independent",2798,20047,606,0.21658327,2869,2753,50902,20047,6,"Midwest",0.959567793656326,0,2
"183",2171,"Hillsboro Hometown Pharmacy","KS","Marion County","Y","Y","no HD","",0,0,0,"Yes","1:05",1,NA,NA,1,NA,NA,0,NA,"We won't get any more","We do recommend getting the regular - the high dose difference is that it works faster so regular is still ok",65,2171,"Independent",11884,20115,2832,0.2383036,11964,11766,52123,20115,6,"Midwest",0.98345035105316,0,0
"184",7514,"Dillon Pharmacy Dept.","KS","Pratt County","Y","Y","","",0,0,0,"Yes","1:15",1,NA,NA,1,NA,NA,1,NA,NA,NA,75,7514,"Chain",9164,20151,1943,0.21202531,9452,9088,52327,20151,6,"Midwest",0.961489631823953,0,0
"185",410,"Cumberland County Pharmacy","KY","Cumberland County","Y","N","Capps Pharmacy; do have shingles but don't do flu","",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410,"Independent",6614,21057,1507,0.22785002,6697,6354,35344,21057,6,"South",0.948783037180827,0,2
"186",5316,"Medcare Pharmacy","KY","Fulton County","Y","Y","","",0,0,0,"Yes","0:35",1,"We just have one left (said no initially)",NA,1,NA,NA,1,"We do have some here now",NA,NA,35,5316,"Independent",5969,21075,1238,0.20740493,6130,4565,30114,21075,5,"South",0.744698205546493,0,0
"187",4728,"Glenn's Prescription Center","KY","Livingston County","Y","Y","","",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4728,"Independent",9194,21139,2068,0.2249293,9235,9147,50839,21139,5,"South",0.990471034109367,0,3
"188",3108,"CVS/Pharmacy","KY","McCracken County","Y","Y","","",0,0,0,"Yes","2:15",1,NA,NA,1,NA,NA,1,NA,NA,NA,135,3108,"Chain",65418,21145,13308,0.20343025,65268,57125,46080,21145,5,"South",0.87523748238034,0,0
"189",5190,"CVS/Pharmacy","KY","McCracken County","Y","Y","","",0,0,0,"Yes","3:30",1,NA,NA,1,NA,NA,1,NA,NA,NA,210,5190,"Chain",65418,21145,13308,0.20343025,65268,57125,46080,21145,5,"South",0.87523748238034,0,0
